TIME,MEASURE
08:51:09,???
08:51:10,???
08:51:11,???
08:51:12,???
08:51:13,???
08:51:14,???
08:51:15,???
08:51:16,???
08:51:17,???
08:51:18,???
08:51:19,???
08:51:20,???
08:51:21,???
08:51:22,???
08:51:23,???
08:51:24,???
08:51:25,???
08:51:26,???
08:51:27,???
08:51:28,???
08:51:29,???
08:51:30,???
08:51:31,???
08:51:32,???
08:51:33,???
08:51:34,???
08:51:35,???
08:51:36,???
08:51:37,???
08:51:38,???
08:51:39,???
08:51:40,???
08:51:41,???
08:51:42,???
08:51:43,???
08:51:44,???
08:51:45,???
08:51:46,???
08:51:47,???
08:51:48,???
08:51:49,???
08:51:50,???
08:51:51,???
08:51:52,???
08:51:53,???
08:51:54,???
08:51:55,???
08:51:56,???
08:51:57,???
08:51:58,???
08:51:59,???
08:52:00,???
08:52:01,???
08:52:02,???
08:52:03,???
08:52:04,???
08:52:05,???
08:52:06,???
08:52:07,???
08:52:08,???
08:52:09,???
08:52:10,???
08:52:11,???
08:52:12,???
08:52:13,???
08:52:14,???
08:52:15,???
08:52:16,???
08:52:17,???
08:52:18,???
08:52:19,???
08:52:20,???
08:52:21,???
08:52:22,???
08:52:23,???
08:52:24,???
08:52:25,???
08:52:26,???
08:52:27,???
08:52:28,???
08:52:29,???
08:52:30,???
08:52:31,???
08:52:32,???
08:52:33,???
08:52:34,???
08:52:35,???
08:52:36,???
08:52:37,???
08:52:38,???
08:52:39,???
08:52:40,???
08:52:41,???
08:52:42,???
08:52:43,???
08:52:44,???
08:52:45,???
08:52:46,???
08:52:47,???
08:52:48,???
08:52:49,???
08:52:50,???
08:52:51,???
08:52:52,???
08:52:53,???
08:52:54,???
08:52:55,???
08:52:56,???
08:52:57,???
08:52:58,???
08:52:59,???
08:53:00,???
08:53:01,???
08:53:02,???
08:53:03,???
08:53:04,???
08:53:05,???
08:53:06,???
08:53:07,???
08:53:08,???
08:53:09,???
08:53:10,???
08:53:11,???
08:53:12,???
08:53:13,???
08:53:14,???
08:53:15,???
08:53:16,???
08:53:17,???
08:53:18,???
08:53:19,???
08:53:20,???
08:53:21,???
08:53:22,???
08:53:23,???
08:53:24,???
08:53:25,???
08:53:26,???
08:53:27,???
08:53:28,???
08:53:29,???
