TIME,MEASURE
09:16:35,???
09:16:36,???
09:16:37,???
09:16:38,???
09:16:39,???
09:16:40,???
09:16:41,???
09:16:42,???
09:16:43,???
09:16:44,???
09:16:45,???
09:16:46,???
09:16:47,???
09:16:48,???
09:16:49,???
09:16:50,???
09:16:51,???
09:16:52,???
09:16:53,???
09:16:54,???
09:16:55,???
09:16:56,???
09:16:57,5.08
09:16:58,???
09:16:59,???
09:17:00,???
09:17:01,???
09:17:02,???
09:17:03,???
09:17:04,???
09:17:05,???
09:17:06,???
09:17:07,???
09:17:08,???
09:17:09,???
09:17:10,???
09:17:11,???
09:17:12,???
09:17:13,???
09:17:14,???
09:17:15,???
09:17:16,???
09:17:17,???
09:17:18,???
09:17:19,???
09:17:20,???
09:17:21,???
09:17:22,???
09:17:23,???
09:17:24,???
09:17:25,???
09:17:26,???
09:17:27,???
09:17:28,???
09:17:29,???
09:17:30,???
09:17:31,???
09:17:32,???
09:17:33,???
09:17:34,???
09:17:35,???
09:17:36,???
09:17:37,0.0
09:17:38,???
09:17:39,???
09:17:40,???
09:17:41,???
09:17:42,???
09:17:43,???
09:17:44,???
09:17:45,???
09:17:46,???
09:17:47,???
09:17:48,???
