TIME,MEASURE
07:21:11,???
07:21:12,???
07:21:13,???
07:21:14,???
07:21:15,???
07:21:16,???
07:21:17,???
07:21:18,0.0
07:21:19,???
07:21:20,???
07:21:21,???
07:21:22,???
07:21:23,???
07:21:24,???
07:21:25,???
07:21:26,???
07:21:27,???
07:21:28,???
07:21:29,???
07:21:30,???
07:21:31,???
07:21:32,???
07:21:33,???
07:21:34,???
07:21:35,???
07:21:36,???
07:21:37,???
07:21:38,???
07:21:39,???
07:21:40,???
07:21:41,???
07:21:42,???
07:21:43,???
07:21:44,???
07:21:45,???
07:21:46,???
07:21:47,???
07:21:48,???
07:21:49,???
07:21:50,???
07:21:51,0.0
07:21:52,0.65
07:21:53,???
07:21:54,???
07:21:55,???
07:21:56,???
07:21:57,???
07:21:58,???
07:21:59,???
07:22:00,???
07:22:01,???
07:22:02,???
07:22:03,???
07:22:04,???
07:22:05,???
07:22:06,???
07:22:07,???
07:22:08,???
07:22:09,???
07:22:10,???
07:22:11,???
07:22:12,???
07:22:13,???
07:22:14,???
07:22:15,???
07:22:16,???
07:22:17,???
07:22:18,???
07:22:19,???
07:22:20,???
07:22:21,???
07:22:22,???
07:22:23,???
07:22:24,???
07:22:25,???
07:22:26,???
07:22:27,???
07:22:28,???
07:22:29,???
07:22:30,???
07:22:31,???
07:22:32,???
07:22:33,???
07:22:34,???
07:22:35,???
07:22:36,???
07:22:37,???
07:22:38,???
07:22:39,???
07:22:40,???
07:22:41,???
07:22:42,???
07:22:43,???
07:22:44,???
07:22:45,???
07:22:46,???
07:22:47,???
07:22:48,???
07:22:49,???
07:22:50,???
07:22:51,???
07:22:52,???
07:22:53,0.48
07:22:54,0.48
07:22:55,???
07:22:56,???
07:22:57,???
07:22:58,???
07:22:59,???
07:23:00,???
07:23:01,0.52
07:23:02,???
07:23:03,???
07:23:04,???
07:23:05,???
07:23:06,???
07:23:07,???
07:23:08,???
07:23:09,???
07:23:10,???
07:23:11,???
07:23:12,???
07:23:13,???
07:23:14,0.0
07:23:15,0.0
07:23:16,0.0
07:23:17,0.0
07:23:18,0.0
07:23:19,0.0
07:23:20,0.0
07:23:21,0.0
07:23:22,???
07:23:23,???
07:23:24,???
07:23:25,???
07:23:26,???
07:23:27,???
07:23:28,???
07:23:29,???
07:23:30,???
07:23:31,???
07:23:32,???
07:23:33,???
07:23:34,???
07:23:35,???
07:23:36,???
07:23:37,???
07:23:38,???
07:23:39,???
07:23:40,???
07:23:41,???
07:23:42,???
